P1,P2,R1,Reaction Type
20,27,46,8
20,26,46,6
20,26,45,6
20,26,44,8
20,25,44,3
20,26,43,1
19,26,44,6
19,26,43,8
19,25,43,3
19,26,42,4
19,26,43,1
18,26,44,8
18,25,44,3
18,26,43,8
18,25,43,6
18,25,42,7
17,25,42,3
17,26,41,1
16,26,42,10
16,27,42,9
17,27,42,10
17,28,42,1
16,28,43,3
16,29,42,9
17,29,42,4
17,29,43,9
18,29,43,7
17,29,43,2
17,28,44,9
18,28,44,4
18,28,45,6
18,28,44,6
18,28,43,10
18,29,43,9
19,29,43,2
19,28,44,8
19,27,44,3
19,28,43,9
20,28,43,3
20,29,42,10
20,30,42,3
20,31,41,10
20,32,41,9
21,32,41,4
21,32,42,8
21,31,42,5
21,30,41,8
21,29,41,3
21,30,40,9
22,30,40,2
22,29,41,6
22,29,40,6
22,29,39,2
22,28,40,10
22,29,40,3
22,30,39,8
22,29,39,4
22,29,40,7
21,29,40,6
21,29,39,8
21,28,39,9
22,28,39,3
22,29,38,3
22,30,37,2
22,29,38,4
22,29,39,6
22,29,38,10
22,30,38,4
22,30,39,10
22,31,39,2
22,30,40,8
22,29,40,3
22,30,39,6
22,30,38,7
21,30,38,7
20,30,38,6
20,30,37,7
19,30,37,3
19,31,36,8
19,30,36,10
19,31,36,1
18,31,37,8
18,30,37,6
18,30,36,9
19,30,36,8
19,29,36,9
20,29,36,2
20,28,37,6
20,28,36,2
20,27,37,10
20,28,37,8
20,27,37,1
19,27,38,2
19,26,39,8
19,25,39,2
19,24,40,6
19,24,39,2
19,23,40,4
19,23,41,2
19,22,42,6
19,22,41,2
19,21,42,1
18,21,43,4
18,21,44,1
17,21,45,6
17,21,44,10
17,22,44,4
17,22,45,2
17,21,46,10
17,22,46,3
17,23,45,1
16,23,46,3
16,24,45,7
15,24,45,1
14,24,46,9
15,24,46,10
15,25,46,4
15,25,47,6
15,25,46,2
15,24,47,7
14,24,47,5
14,23,46,9
15,23,46,10
15,24,46,3
15,25,45,3
15,26,44,3
15,27,43,2
15,26,44,9
16,26,44,3
16,27,43,8
16,26,43,1
15,26,44,6
15,26,43,4
15,26,44,8
15,25,44,2
15,24,45,6
15,24,44,3
15,25,43,4
15,25,44,9
16,25,44,10
16,26,44,6
16,26,43,3
16,27,42,2
16,26,43,3
16,27,42,7
15,27,42,4
15,27,43,10
15,28,43,3
15,29,42,10
15,30,42,4
15,30,43,7
14,30,43,2
14,29,44,5
14,28,43,3
14,29,42,6
14,29,41,1
13,29,42,7
12,29,42,8
12,28,42,3
12,29,41,1
11,29,42,9
12,29,42,6
12,29,41,6
12,29,40,5
12,28,39,5
12,27,38,5
12,26,37,3
12,27,36,8
12,26,36,2
12,25,37,7
11,25,37,10
11,26,37,8
11,25,37,6
11,25,36,3
11,26,35,8
11,25,35,2
11,24,36,10
11,25,36,4
11,25,37,10
11,26,37,7
10,26,37,5
10,25,36,5
10,24,35,6
10,24,34,4
10,24,35,2
10,23,36,8
10,22,36,3
10,23,35,4
10,23,36,8
10,22,36,1
9,22,37,4
9,22,38,3
9,23,37,5
9,22,36,8
9,21,36,5
9,20,35,8
9,19,35,10
9,20,35,3
9,21,34,2
9,20,35,6
9,20,34,1
8,20,35,1
7,20,36,6
7,20,35,4
7,20,36,6
7,20,35,3
7,21,34,4
7,21,35,6
7,21,34,3
7,22,33,9
8,22,33,9
9,22,33,10
9,23,33,3
9,24,32,8
9,23,32,5
9,22,31,10
9,23,31,7
8,23,31,3
8,24,30,7
7,24,30,10
7,25,30,3
7,26,29,9
8,26,29,6
8,26,28,10
8,27,28,9
9,27,28,4
9,27,29,8
9,26,29,8
9,25,29,6
9,25,28,4
9,25,29,3
9,26,28,9
10,26,28,4
10,26,29,2
10,25,30,6
10,25,29,9
11,25,29,9
12,25,29,5
12,24,28,9
13,24,28,6
13,24,27,6
13,24,26,4
13,24,27,10
13,25,27,8
13,24,27,8
13,23,27,6
13,23,26,1
12,23,27,9
13,23,27,10
13,24,27,3
13,25,26,6
13,25,25,10
13,26,25,8
13,25,25,2
13,24,26,2
13,23,27,3
13,24,26,4
13,24,27,2
13,23,28,4
13,23,29,1
12,23,30,1
11,23,31,4
11,23,32,6
11,23,31,3
11,24,30,2
11,23,31,3
11,24,30,1
10,24,31,3
10,25,30,6
10,25,29,2
10,24,30,6
10,24,29,9
11,24,29,4
11,24,30,10
11,25,30,2
11,24,31,3
11,25,30,4
11,25,31,2
11,24,32,7
10,24,32,10
10,25,32,3
10,26,31,8
10,25,31,1
9,25,32,10
9,26,32,7
8,26,32,2
8,25,33,10
8,26,33,9
9,26,33,9
10,26,33,9
11,26,33,5
11,25,32,4
11,25,33,9
12,25,33,2
12,24,34,10
12,25,34,9
13,25,34,4
13,25,35,2
13,24,36,4
13,24,37,5
13,23,36,2
13,22,37,9
14,22,37,4
14,22,38,3
14,23,37,4
14,23,38,3
14,24,37,6
14,24,36,3
14,25,35,6
14,25,34,7
13,25,34,6
13,25,33,9
14,25,33,3
14,26,32,8
14,25,32,5
14,24,31,9
15,24,31,3
15,25,30,4
15,25,31,4
15,25,32,3
15,26,31,2
15,25,32,3
15,26,31,6
15,26,30,4
15,26,31,7
14,26,31,6
14,26,30,8
14,25,30,9
15,25,30,4
15,25,31,4
15,25,32,8
15,24,32,8
15,23,32,4
15,23,33,7
14,23,33,10
14,24,33,7
13,24,33,10
13,25,33,9
14,25,33,2
14,24,34,9
15,24,34,6
15,24,33,3
15,25,32,6
15,25,31,4
15,25,32,10
15,26,32,8
15,25,32,7
14,25,32,6
14,25,31,9
15,25,31,9
16,25,31,7
15,25,31,7
14,25,31,7
13,25,31,8
13,24,31,8
13,23,31,3
13,24,30,3
13,25,29,7
12,25,29,3
12,26,28,4
12,26,29,9
13,26,29,2
13,25,30,2
13,24,31,8
13,23,31,7
12,23,31,2
12,22,32,2
12,21,33,10
12,22,33,4
12,22,34,3
12,23,33,9
13,23,33,8
13,22,33,4
13,22,34,6
13,22,33,9
14,22,33,4
14,22,34,9
15,22,34,8
15,21,34,6
15,21,33,1
14,21,34,3
14,22,33,3
14,23,32,10
14,24,32,7
13,24,32,4
13,24,33,4
13,24,34,9
14,24,34,9
15,24,34,3
15,25,33,7
14,25,33,3
14,26,32,3
14,27,31,7
13,27,31,6
13,27,30,2
13,26,31,4
13,26,32,3
13,27,31,6
13,27,30,6
13,27,29,9
14,27,29,2
14,26,30,9
15,26,30,3
15,27,29,4
15,27,30,6
15,27,29,10
15,28,29,6
15,28,28,6
15,28,27,4
15,28,28,10
15,29,28,3
15,30,27,7
14,30,27,8
14,29,27,9
15,29,27,2
15,28,28,2
15,27,29,6
15,27,28,3
15,28,27,10
15,29,27,4
15,29,28,10
15,30,28,4
15,30,29,10
15,31,29,3
15,32,28,8
15,31,28,9
16,31,28,10
16,32,28,10
16,33,28,9
17,33,28,10
17,34,28,1
16,34,29,3
16,35,28,9
17,35,28,1
16,35,29,4
16,35,30,2
16,34,31,4
16,34,32,8
16,33,32,3
16,34,31,8
16,33,31,9
17,33,31,1
16,33,32,6
16,33,31,8
16,32,31,8
16,31,31,9
17,31,31,10
17,32,31,8
17,31,31,9
18,31,31,1
17,31,32,2
17,30,33,8
17,29,33,10
17,30,33,6
17,30,32,4
17,30,33,8
17,29,33,4
17,29,34,8
17,28,34,6
17,28,33,6
17,28,32,10
17,29,32,9
18,29,32,9
19,29,32,8
19,28,32,2
19,27,33,3
19,28,32,7
18,28,32,10
18,29,32,2
18,28,33,3
18,29,32,5
18,28,31,10
18,29,31,6
18,29,30,9
19,29,30,9
20,29,30,10
20,30,30,3
20,31,29,8
20,30,29,1
19,30,30,1
18,30,31,6
18,30,30,7
17,30,30,10
17,31,30,2
17,30,31,6
17,30,30,8
17,29,30,9
18,29,30,3
18,30,29,9
19,30,29,10
19,31,29,2
19,30,30,4
19,30,31,10
19,31,31,9
20,31,31,10
20,32,31,9
21,32,31,10
21,33,31,9
22,33,31,9
23,33,31,2
23,32,32,3
23,33,31,9
24,33,31,6
24,33,30,7
23,33,30,9
24,33,30,1
23,33,31,2
23,32,32,5
23,31,31,1
22,31,32,6
22,31,31,2
22,30,32,10
22,31,32,2
22,30,33,4
22,30,34,9
23,30,34,2
23,29,35,9
24,29,35,4
24,29,36,9
25,29,36,8
25,28,36,9
26,28,36,3
26,29,35,2
26,28,36,2
26,27,37,1
25,27,38,3
25,28,37,1
24,28,38,6
24,28,37,6
24,28,36,7
23,28,36,6
23,28,35,6
23,28,34,8
23,27,34,10
23,28,34,10
23,29,34,9
24,29,34,8
24,28,34,7
23,28,34,9
24,28,34,8
24,27,34,4
24,27,35,3
24,28,34,3
24,29,33,6
24,29,32,10
24,30,32,7
23,30,32,7
22,30,32,6
22,30,31,8
22,29,31,3
22,30,30,2
22,29,31,10
22,30,31,9
23,30,31,1
22,30,32,2
22,29,33,3
22,30,32,1
21,30,33,7
20,30,33,3
20,31,32,9
21,31,32,9
22,31,32,4
22,31,33,3
22,32,32,8
22,31,32,4
22,31,33,8
22,30,33,6
22,30,32,10
22,31,32,6
22,31,31,6
22,31,30,9
23,31,30,8
23,30,30,10
23,31,30,9
24,31,30,7
23,31,30,7
22,31,30,5
22,30,29,2
22,29,30,2
22,28,31,3
22,29,30,4
22,29,31,8
22,28,31,4
22,28,32,9
23,28,32,9
24,28,32,7
23,28,32,8
23,27,32,9
24,27,32,1
23,27,33,8
23,26,33,1
22,26,34,9
23,26,34,1
22,26,35,9
23,26,35,8
23,25,35,4
23,25,36,8
23,24,36,10
23,25,36,3
23,26,35,7
22,26,35,1
21,26,36,9
22,26,36,3
22,27,35,8
22,26,35,2
22,25,36,9
23,25,36,9
24,25,36,1
23,25,37,10
23,26,37,3
23,27,36,9
24,27,36,6
24,27,35,9
25,27,35,10
25,28,35,9
26,28,35,8
26,27,35,9
27,27,35,3
27,28,34,4
27,28,35,9
28,28,35,2
28,27,36,3
28,28,35,9
29,28,35,1
28,28,36,3
28,29,35,2
28,28,36,3
28,29,35,2
28,28,36,10
28,29,36,10
28,30,36,2
28,29,37,9
29,29,37,7
28,29,37,9
29,29,37,9
30,29,37,9
31,29,37,4
31,29,38,4
31,29,39,8
31,28,39,1
30,28,40,10
30,29,40,10
30,30,40,10
30,31,40,10
30,32,40,3
30,33,39,6
30,33,38,10
30,34,38,1
29,34,39,6
29,34,38,9
30,34,38,3
30,35,37,9
31,35,37,9
32,35,37,6
32,35,36,4
32,35,37,10
32,36,37,5
32,35,36,9
33,35,36,6
33,35,35,10
33,36,35,3
33,37,34,1
32,37,35,3
32,38,34,8
32,37,34,8
32,36,34,1
31,36,35,1
30,36,36,6
30,36,35,3
30,37,34,3
30,38,33,1
29,38,34,8
29,37,34,9
30,37,34,7
29,37,34,2
29,36,35,9
30,36,35,6
30,36,34,2
30,35,35,10
30,36,35,6
30,36,34,1
29,36,35,6
29,36,34,2
29,35,35,7
28,35,35,4
28,35,36,10
28,36,36,9
29,36,36,4
29,36,37,8
29,35,37,4
29,35,38,2
29,34,39,2
29,33,40,3
29,34,39,6
29,34,38,2
29,33,39,3
29,34,38,8
29,33,38,6
29,33,37,7
28,33,37,2
28,32,38,3
28,33,37,7
27,33,37,5
27,32,36,10
27,33,36,2
27,32,37,3
27,33,36,8
27,32,36,5
27,31,35,4
27,31,36,9
28,31,36,6
28,31,35,10
28,32,35,3
28,33,34,9
29,33,34,8
29,32,34,10
29,33,34,9
30,33,34,4
30,33,35,8
30,32,35,10
30,33,35,2
30,32,36,2
30,31,37,6
30,31,36,2
30,30,37,4
30,30,38,7
29,30,38,1
28,30,39,3
28,31,38,4
28,31,39,2
28,30,40,4
28,30,41,5
28,29,40,8
28,28,40,7
27,28,40,4
27,28,41,7
26,28,41,10
26,29,41,7
25,29,41,6
25,29,40,4
25,29,41,1
24,29,42,6
24,29,41,8
24,28,41,10
24,29,41,4
24,29,42,1
23,29,43,4
23,29,44,2
23,28,45,9
24,28,45,2
24,27,46,5
24,26,45,10
24,27,45,10
24,28,45,8
24,27,45,10
24,28,45,9
25,28,45,3
25,29,44,4
25,29,45,8
25,28,45,6
25,28,44,7
24,28,44,3
24,29,43,3
24,30,42,3
24,31,41,8
24,30,41,4
24,30,42,3
24,31,41,9
25,31,41,2
25,30,42,7
24,30,42,9
25,30,42,9
26,30,42,2
26,29,43,3
26,30,42,2
26,29,43,8
26,28,43,10
26,29,43,4
26,29,44,4
26,29,45,2
26,28,46,10
26,29,46,6
26,29,45,3
26,30,44,3
26,31,43,9
27,31,43,10
27,32,43,9
28,32,43,3
28,33,42,3
28,34,41,7
27,34,41,4
27,34,42,6
27,34,41,6
27,34,40,3
27,35,39,2
27,34,40,1
26,34,41,1
25,34,42,4
25,34,43,5
25,33,42,2
25,32,43,6
25,32,42,5
25,31,41,10
25,32,41,1
24,32,42,8
24,31,42,2
24,30,43,7
23,30,43,2
23,29,44,4
23,29,45,4
23,29,46,6
23,29,45,3
23,30,44,3
23,31,43,3
23,32,42,7
22,32,42,8
22,31,42,5
22,30,41,3
22,31,40,10
22,32,40,8
22,31,40,3
22,32,39,4
22,32,40,10
22,33,40,2
22,32,41,10
22,33,41,1
21,33,42,9
22,33,42,7
21,33,42,10
21,34,42,3
21,35,41,3
21,36,40,3
21,37,39,10
21,38,39,2
21,37,40,4
21,37,41,9
22,37,41,2
22,36,42,9
23,36,42,6
23,36,41,1
22,36,42,9
23,36,42,7
22,36,42,3
22,37,41,5
22,36,40,6
22,36,39,2
22,35,40,9
23,35,40,10
23,36,40,6
23,36,39,3
23,37,38,4
23,37,39,3
23,38,38,4
23,38,39,10
23,39,39,3
23,40,38,7
22,40,38,9
23,40,38,4
23,40,39,9
24,40,39,9
25,40,39,4
25,40,40,10
25,41,40,6
25,41,39,8
25,40,39,6
25,40,38,8
25,39,38,7
24,39,38,8
24,38,38,10
24,39,38,9
25,39,38,1
24,39,39,1
23,39,40,8
23,38,40,3
23,39,39,6
23,39,38,7
22,39,38,5
22,38,37,2
22,37,38,6
22,37,37,2
22,36,38,9
23,36,38,2
23,35,39,2
23,34,40,4
23,34,41,7
22,34,41,7
21,34,41,9
22,34,41,8
22,33,41,4
22,33,42,2
22,32,43,3
22,33,42,1
21,33,43,2
21,32,44,3
21,33,43,9
22,33,43,3
22,34,42,2
22,33,43,3
22,34,42,2
22,33,43,3
22,34,42,3
22,35,41,9
23,35,41,2
23,34,42,4
23,34,43,6
23,34,42,2
23,33,43,6
23,33,42,8
23,32,42,4
23,32,43,3
23,33,42,3
23,34,41,2
23,33,42,6
23,33,41,3
23,34,40,10
23,35,40,3
23,36,39,2
23,35,40,8
23,34,40,8
23,33,40,4
23,33,41,10
23,34,41,10
23,35,41,9
24,35,41,6
24,35,40,2
24,34,41,3
24,35,40,6
24,35,39,3
24,36,38,6
24,36,37,6
24,36,36,9
25,36,36,3
25,37,35,8
25,36,35,2
25,35,36,1
24,35,37,1
23,35,38,5
23,34,37,6
23,34,36,6
23,34,35,1
22,34,36,10
22,35,36,1
21,35,37,9
22,35,37,5
22,34,36,10
22,35,36,8
22,34,36,7
21,34,36,7
20,34,36,4
20,34,37,4
20,34,38,6
20,34,37,4
20,34,38,6
20,34,37,1
19,34,38,8
19,33,38,8
19,32,38,8
19,31,38,9
20,31,38,3
20,32,37,9
21,32,37,9
22,32,37,9
23,32,37,4
23,32,38,9
24,32,38,8
24,31,38,10
24,32,38,4
24,32,39,6
24,32,38,6
24,32,37,9
25,32,37,3
25,33,36,5
25,32,35,7
24,32,35,7
23,32,35,4
23,32,36,1
22,32,37,6
22,32,36,3
22,33,35,9
23,33,35,7
22,33,35,2
22,32,36,9
23,32,36,2
23,31,37,4
23,31,38,6
23,31,37,2
23,30,38,7
22,30,38,3
22,31,37,3
22,32,36,10
22,33,36,10
22,34,36,7
21,34,36,10
21,35,36,2
21,34,37,9
22,34,37,10
22,35,37,3
22,36,36,1
21,36,37,4
21,36,38,2
21,35,39,1
20,35,40,4
20,35,41,2
20,34,42,2
20,33,43,9
21,33,43,6
21,33,42,2
21,32,43,2
21,31,44,2
21,30,45,3
21,31,44,3
21,32,43,7
20,32,43,8
20,31,43,4
20,31,44,6
20,31,43,6
20,31,42,3
20,32,41,3
20,33,40,10
20,34,40,3
20,35,39,5
20,34,38,9
21,34,38,6
21,34,37,4
21,34,38,8
21,33,38,7
20,33,38,6
20,33,37,9
21,33,37,3
21,34,36,8
21,33,36,3
21,34,35,2
21,33,36,4
21,33,37,7
20,33,37,9
21,33,37,6
21,33,36,6
21,33,35,8
21,32,35,6
21,32,34,2
21,31,35,7
20,31,35,3
20,32,34,6
20,32,33,9
21,32,33,6
21,32,32,1
20,32,33,4
20,32,34,3
20,33,33,8
20,32,33,8
20,31,33,10
20,32,33,10
20,33,33,8
20,32,33,9
21,32,33,3
21,33,32,9
22,33,32,10
22,34,32,4
22,34,33,6
22,34,32,6
22,34,31,3
22,35,30,6
22,35,29,6
22,35,28,2
22,34,29,9
23,34,29,2
23,33,30,2
23,32,31,2
23,31,32,4
23,31,33,4
23,31,34,4
23,31,35,8
23,30,35,6
23,30,34,10
23,31,34,1
22,31,35,4
22,31,36,5
22,30,35,10
22,31,35,7
21,31,35,10
21,32,35,6
21,32,34,4
21,32,35,6
21,32,34,10
21,33,34,2
21,32,35,2
21,31,36,10
21,32,36,2
21,31,37,8
21,30,37,2
21,29,38,3
21,30,37,6
21,30,36,5
21,29,35,10
21,30,35,6
21,30,34,3
21,31,33,4
21,31,34,5
21,30,33,1
20,30,34,1
19,30,35,9
20,30,35,2
20,29,36,3
20,30,35,4
20,30,36,3
20,31,35,10
20,32,35,8
20,31,35,3
20,32,34,9
21,32,34,7
20,32,34,8
20,31,34,10
20,32,34,10
20,33,34,5
20,32,33,7
19,32,33,9
20,32,33,4
20,32,34,9
21,32,34,4
21,32,35,7
20,32,35,2
20,31,36,10
20,32,36,8
20,31,36,8
20,30,36,2
20,29,37,5
20,28,36,10
20,29,36,9
21,29,36,3
21,30,35,5
21,29,34,6
21,29,33,4
21,29,34,2
21,28,35,3
21,29,34,10
21,30,34,1
20,30,35,9
21,30,35,4
21,30,36,9
22,30,36,3
22,31,35,10
22,32,35,5
22,31,34,7
21,31,34,8
21,30,34,7
20,30,34,7
19,30,34,4
19,30,35,1
18,30,36,7
17,30,36,10
17,31,36,2
17,30,37,1
16,30,38,10
16,31,38,9
17,31,38,4
17,31,39,6
17,31,38,5
17,30,37,7
16,30,37,9
17,30,37,2
17,29,38,2
17,28,39,1
16,28,40,9
17,28,40,2
17,27,41,10
17,28,41,10
17,29,41,5
17,28,40,6
17,28,39,7
16,28,39,7
15,28,39,4
15,28,40,6
15,28,39,4
15,28,40,9
16,28,40,3
16,29,39,2
16,28,40,6
16,28,39,1
15,28,40,2
15,27,41,9
16,27,41,4
16,27,42,3
16,28,41,3
16,29,40,3
16,30,39,10
16,31,39,3
16,32,38,9
17,32,38,9
18,32,38,6
18,32,37,10
18,33,37,3
18,34,36,4
18,34,37,4
18,34,38,10
18,35,38,4
18,35,39,6
18,35,38,4
18,35,39,4
18,35,40,1
17,35,41,3
17,36,40,6
17,36,39,3
17,37,38,9
18,37,38,1
17,37,39,2
17,36,40,4
17,36,41,9
18,36,41,1
17,36,42,6
17,36,41,9
18,36,41,9
19,36,41,6
19,36,40,4
19,36,41,4
19,36,42,9
20,36,42,2
20,35,43,4
20,35,44,6
20,35,43,3
20,36,42,6
20,36,41,8
20,35,41,7
19,35,41,4
19,35,42,4
19,35,43,3
19,36,42,10
19,37,42,3
19,38,41,7
18,38,41,9
19,38,41,7
18,38,41,1
17,38,42,3
17,39,41,3
17,40,40,9
18,40,40,1
17,40,41,4
17,40,42,10
17,41,42,2
17,40,43,6
17,40,42,8
17,39,42,6
17,39,41,8
17,38,41,6
17,38,40,4
17,38,41,4
17,38,42,2
17,37,43,4
17,37,44,10
17,38,44,9
18,38,44,3
18,39,43,9
19,39,43,1
18,39,44,8
18,38,44,2
18,37,45,3
18,38,44,1
17,38,45,3
17,39,44,6
17,39,43,4
17,39,44,9
18,39,44,4
18,39,45,2
18,38,46,8
18,37,46,6
18,37,45,2
18,36,46,9
19,36,46,2
19,35,47,4
19,35,48,4
19,35,49,6
19,35,48,2
19,34,49,9
20,34,49,6
20,34,48,6
20,34,47,4
20,34,48,9
21,34,48,5
21,33,47,3
21,34,46,9
22,34,46,10
22,35,46,6
22,35,45,5
22,34,44,6
22,34,43,8
22,33,43,10
22,34,43,5
22,33,42,9
23,33,42,9
24,33,42,10
24,34,42,5
24,33,41,6
24,33,40,3
24,34,39,10
24,35,39,9
25,35,39,9
26,35,39,3
26,36,38,3
26,37,37,4
26,37,38,8
26,36,38,4
26,36,39,10
26,37,39,8
26,36,39,6
26,36,38,10
26,37,38,8
26,36,38,7
25,36,38,8
25,35,38,9
26,35,38,8
26,34,38,4
26,34,39,4
26,34,40,2
26,33,41,9
27,33,41,7
26,33,41,9
27,33,41,2
27,32,42,6
27,32,41,8
27,31,41,6
27,31,40,8
27,30,40,2
27,29,41,8
27,28,41,3
27,29,40,3
27,30,39,6
27,30,38,6
27,30,37,6
27,30,36,9
28,30,36,2
28,29,37,8
28,28,37,8
28,27,37,9
29,27,37,10
29,28,37,4
29,28,38,1
28,28,39,1
27,28,40,4
27,28,41,4
27,28,42,6
27,28,41,1
26,28,42,7
25,28,42,7
24,28,42,1
23,28,43,4
23,28,44,4
23,28,45,9
24,28,45,10
24,29,45,4
24,29,46,8
24,28,46,9
25,28,46,9
26,28,46,3
26,29,45,6
26,29,44,3
26,30,43,6
26,30,42,6
26,30,41,9
27,30,41,8
27,29,41,4
27,29,42,10
27,30,42,3
27,31,41,6
27,31,40,4
27,31,41,9
28,31,41,10
28,32,41,5
28,31,40,1
27,31,41,9
28,31,41,9
29,31,41,8
29,30,41,7
28,30,41,9
29,30,41,7
28,30,41,3
28,31,40,1
27,31,41,3
27,32,40,8
27,31,40,3
27,32,39,10
27,33,39,2
27,32,40,1
26,32,41,9
27,32,41,6
27,32,40,6
27,32,39,4
27,32,40,7
26,32,40,3
26,33,39,7
25,33,39,9
26,33,39,2
26,32,40,3
26,33,39,1
25,33,40,7
24,33,40,3
24,34,39,3
24,35,38,1
23,35,39,10
23,36,39,8
23,35,39,4
23,35,40,10
23,36,40,9
24,36,40,8
24,35,40,5
24,34,39,6
24,34,38,4
24,34,39,2
24,33,40,9
25,33,40,9
26,33,40,3
26,34,39,1
25,34,40,9
26,34,40,9
27,34,40,10
27,35,40,9
28,35,40,3
28,36,39,8
28,35,39,6
28,35,38,9
29,35,38,10
29,36,38,4
29,36,39,3
29,37,38,9
30,37,38,3
30,38,37,6
30,38,36,4
30,38,37,9
31,38,37,6
31,38,36,8
31,37,36,2
31,36,37,2
31,35,38,5
31,34,37,4
31,34,38,2
31,33,39,6
31,33,38,9
32,33,38,4
32,33,39,8
32,32,39,8
32,31,39,3
32,32,38,8
32,31,38,8
32,30,38,9
33,30,38,6
33,30,37,4
33,30,38,3
33,31,37,4
33,31,38,7
32,31,38,8
32,30,38,6
32,30,37,7
31,30,37,7
30,30,37,9
31,30,37,2
31,29,38,9
32,29,38,9
33,29,38,8
33,28,38,9
34,28,38,8
34,27,38,4
34,27,39,3
34,28,38,7
33,28,38,2
33,27,39,2
33,26,40,3
33,27,39,4
33,27,40,10
33,28,40,7
32,28,40,1
31,28,41,9
32,28,41,3
32,29,40,1
31,29,41,9
32,29,41,5
32,28,40,3
32,29,39,9
33,29,39,9
34,29,39,6
34,29,38,10
34,30,38,10
34,31,38,2
34,30,39,9
35,30,39,7
34,30,39,4
34,30,40,10
34,31,40,3
34,32,39,10
34,33,39,10
34,34,39,4
34,34,40,10
34,35,40,2
34,34,41,9
35,34,41,4
35,34,42,8
35,33,42,10
35,34,42,2
35,33,43,6
35,33,42,3
35,34,41,3
35,35,40,10
35,36,40,2
35,35,41,10
35,36,41,9
36,36,41,9
37,36,41,7
36,36,41,6
36,36,40,7
35,36,40,1
34,36,41,9
35,36,41,1
34,36,42,1
33,36,43,1
32,36,44,9
33,36,44,4
33,36,45,8
33,35,45,1
32,35,46,4
32,35,47,9
33,35,47,10
33,36,47,2
33,35,48,7
32,35,48,2
32,34,49,9
33,34,49,5
33,33,48,4
33,33,49,2
33,32,50,8
33,31,50,6
33,31,49,2
33,30,50,9
34,30,50,7
33,30,50,3
33,31,49,1
32,31,50,4
32,31,51,9
33,31,51,1
32,31,52,3
32,32,51,8
32,31,51,3
32,32,50,1
31,32,51,10
31,33,51,2
31,32,52,6
31,32,51,9
32,32,51,5
32,31,50,1
31,31,51,8
31,30,51,4
31,30,52,9
32,30,52,2
32,29,53,9
33,29,53,9
34,29,53,6
34,29,52,9
35,29,52,9
36,29,52,4
36,29,53,9
37,29,53,6
37,29,52,4
37,29,53,1
36,29,54,6
36,29,53,2
36,28,54,3
36,29,53,4
36,29,54,1
35,29,55,7
34,29,55,10
34,30,55,10
34,31,55,5
34,30,54,7
33,30,54,3
33,31,53,2
33,30,54,6
33,30,53,1
32,30,54,6
32,30,53,1
31,30,54,4
31,30,55,4
31,30,56,7
30,30,56,1
29,30,57,6
29,30,56,9
30,30,56,9
31,30,56,4
31,30,57,6
31,30,56,7
30,30,56,1
29,30,57,6
29,30,56,4
29,30,57,8
29,29,57,9
30,29,57,1
29,29,58,4
29,29,59,3
29,30,58,2
29,29,59,3
29,30,58,3
29,31,57,4
29,31,58,5
29,30,57,10
29,31,57,10
29,32,57,3
29,33,56,4
29,33,57,5
29,32,56,9
30,32,56,3
30,33,55,2
30,32,56,4
30,32,57,2
30,31,58,10
30,32,58,3
30,33,57,10
30,34,57,6
30,34,56,3
30,35,55,4
30,35,56,2
30,34,57,5
30,33,56,8
30,32,56,10
30,33,56,5
30,32,55,4
30,32,56,10
30,33,56,4
30,33,57,9
31,33,57,8
31,32,57,3
31,33,56,6
31,33,55,6
31,33,54,6
31,33,53,6
31,33,52,10
31,34,52,5
31,33,51,10
31,34,51,9
32,34,51,5
32,33,50,6
32,33,49,8
32,32,49,8
32,31,49,5
32,30,48,10
32,31,48,1
31,31,49,1
30,31,50,1
29,31,51,10
29,32,51,8
29,31,51,5
29,30,50,4
29,30,51,4
29,30,52,2
29,29,53,6
29,29,52,3
29,30,51,3
29,31,50,3
29,32,49,3
29,33,48,3
29,34,47,3
29,35,46,8
29,34,46,9
30,34,46,1
29,34,47,3
29,35,46,9
30,35,46,1
29,35,47,9
30,35,47,10
30,36,47,4
30,36,48,3
30,37,47,10
30,38,47,8
30,37,47,8
30,36,47,8
30,35,47,8
30,34,47,5
30,33,46,3
30,34,45,8
30,33,45,6
30,33,44,8
30,32,44,1
29,32,45,3
29,33,44,7
28,33,44,6
28,33,43,2
28,32,44,7
27,32,44,9
28,32,44,6
28,32,43,10
28,33,43,3
28,34,42,9
29,34,42,2
29,33,43,6
29,33,42,9
30,33,42,5
30,32,41,7
29,32,41,2
29,31,42,10
29,32,42,4
29,32,43,8
29,31,43,2
29,30,44,9
30,30,44,3
30,31,43,4
30,31,44,6
30,31,43,4
30,31,44,3
30,32,43,9
31,32,43,6
31,32,42,7
30,32,42,9
31,32,42,4
31,32,43,6
31,32,42,1
30,32,43,4
30,32,44,1
29,32,45,4
29,32,46,3
29,33,45,7
28,33,45,6
28,33,44,4
28,33,45,7
27,33,45,3
27,34,44,3
27,35,43,8
27,34,43,4
27,34,44,5
27,33,43,7
26,33,43,4
26,33,44,8
26,32,44,7
25,32,44,10
25,33,44,4
25,33,45,7
24,33,45,2
24,32,46,9
25,32,46,4
25,32,47,4
25,32,48,3
25,33,47,9
26,33,47,4
26,33,48,8
26,32,48,5
26,31,47,3
26,32,46,3
26,33,45,3
26,34,44,9
27,34,44,7
26,34,44,8
26,33,44,3
26,34,43,9
27,34,43,9
28,34,43,10
